plan_tier,contract_type,auto_renew,tenure_months,seat_count,monthly_fee,discount_flag,logins_30d,active_days_30d,feature_usage_score,avg_session_minutes,onboarding_completed,time_to_first_value_days,tickets_30d,payment_failures_30d,nps_proxy,cohort_month,churn_next_30d
basic,monthly,1,41,111,25.94,1,8,15,0.293,11.1,1,15.3,1,2,15.9,13,0
basic,monthly,0,5,184,26.77,1,20,15,0.555,12.27,1,6.9,4,0,22.6,18,0
pro,monthly,1,35,170,47.57,0,6,9,0.273,6.09,1,14.1,3,1,29.8,14,0
pro,monthly,1,38,66,70.21,0,9,0,0.6,12.41,1,6.5,2,1,5.0,16,0
pro,monthly,1,15,91,52.74,0,12,11,0.777,16.36,1,11.0,0,1,77.0,12,1
basic,monthly,1,13,114,31.01,0,13,14,0.506,7.79,0,22.0,1,0,59.4,7,1
basic,monthly,1,25,50,26.28,0,12,8,0.268,5.94,1,7.4,6,0,1.0,22,1
basic,monthly,0,24,166,26.96,0,12,13,0.821,13.86,1,15.0,3,1,37.9,4,0
pro,monthly,1,41,113,60.86,1,9,9,0.671,14.32,1,3.5,2,2,44.8,22,0
basic,monthly,1,28,42,29.37,0,11,7,0.587,13.97,1,2.5,2,1,23.5,11,0
basic,monthly,1,46,97,23.48,0,8,11,0.708,15.88,0,19.2,1,0,37.2,16,0
basic,monthly,1,11,164,29.78,0,11,4,0.517,11.59,0,31.0,4,2,40.5,0,1
pro,annual,1,13,85,63.48,0,10,14,0.62,6.75,1,4.1,2,0,30.6,15,0
basic,monthly,1,11,142,26.22,0,16,14,0.771,14.17,1,15.1,1,3,46.8,12,0
pro,monthly,1,31,196,62.43,0,6,14,0.523,14.7,1,12.9,3,1,37.7,0,0
pro,monthly,1,1,67,80.39,0,18,18,0.835,11.14,1,1.0,1,0,25.9,12,0
pro,annual,0,41,199,73.05,0,12,11,0.467,10.39,1,4.3,8,0,-24.2,3,1
basic,monthly,1,37,83,36.17,0,5,0,0.419,3.98,0,25.5,9,0,-32.6,0,1
basic,monthly,1,47,112,20.54,0,14,12,0.602,10.77,1,15.9,4,1,22.6,10,1
basic,monthly,0,46,154,26.85,0,7,7,0.807,17.64,0,18.4,3,0,47.0,14,0
basic,annual,0,3,14,27.9,0,15,19,0.577,10.13,1,2.5,4,0,19.8,0,0
pro,annual,1,35,140,44.67,0,6,10,0.418,7.34,1,4.5,6,1,,7,1
basic,monthly,1,24,113,28.36,0,16,17,0.678,17.95,1,15.1,3,0,11.2,3,0
basic,monthly,0,35,131,26.64,0,9,18,0.407,12.29,0,0.0,3,2,-17.5,9,0
basic,monthly,1,41,190,17.55,1,6,8,0.664,13.41,1,16.9,0,2,52.7,6,0
pro,monthly,1,27,97,47.75,0,6,12,0.722,12.8,1,14.8,2,1,29.6,23,0
basic,annual,1,0,185,22.28,0,26,15,0.28,7.66,1,22.8,7,0,-19.0,6,1
pro,annual,1,41,113,58.46,0,9,21,0.735,11.62,1,15.6,1,0,57.8,3,0
basic,annual,1,20,43,23.07,1,8,17,0.328,14.95,1,14.4,3,1,-0.8,9,1
enterprise,annual,1,22,130,182.81,0,12,8,0.993,11.9,1,12.7,1,0,82.4,14,0
pro,monthly,0,28,38,39.74,1,8,9,0.387,14.42,1,5.9,2,0,38.0,3,1
basic,annual,1,43,179,20.38,0,6,9,0.521,12.18,1,8.7,2,0,32.3,13,0
basic,monthly,1,25,31,22.35,1,9,9,0.38,11.34,1,14.6,2,2,34.3,18,0
basic,monthly,1,9,100,23.87,0,20,13,0.804,7.81,1,7.1,3,0,29.1,1,0
basic,monthly,1,35,164,20.87,0,13,10,0.271,10.9,0,15.4,3,0,7.6,20,1
basic,monthly,1,30,2,20.8,0,12,13,0.969,13.62,1,25.1,4,1,7.4,11,0
pro,annual,1,3,98,78.1,0,12,12,0.605,6.79,1,3.6,1,0,,21,0
pro,annual,0,25,101,56.53,0,13,17,0.568,11.54,1,9.4,3,0,27.4,19,0
basic,annual,1,37,68,22.84,0,11,9,0.689,10.86,1,2.3,6,1,-16.1,6,0
pro,annual,1,42,134,64.88,0,6,5,0.664,12.78,1,3.1,0,0,67.0,18,0
basic,monthly,1,13,65,27.36,0,14,11,0.397,7.82,1,7.1,1,2,34.0,0,0
enterprise,monthly,1,25,75,161.05,0,22,12,0.612,8.63,1,7.3,2,1,29.8,21,0
basic,annual,0,39,55,19.53,0,10,18,0.461,11.05,1,6.7,3,0,13.5,6,0
pro,monthly,1,28,125,51.35,0,7,15,0.545,10.09,1,6.3,2,1,4.2,9,0
pro,annual,0,20,176,52.12,0,15,18,0.816,11.88,1,4.9,2,0,53.7,12,1
basic,monthly,0,8,36,22.91,0,16,17,0.565,7.73,1,10.8,3,0,36.4,16,0
basic,monthly,1,2,82,20.54,0,23,7,0.633,11.63,1,2.0,6,2,-11.4,19,1
basic,monthly,1,33,45,19.59,1,9,8,0.475,12.77,0,8.6,3,3,32.3,4,1
pro,monthly,1,46,49,61.62,0,3,5,0.786,13.54,0,18.6,2,2,25.3,21,0
basic,annual,1,28,194,21.96,0,14,19,0.425,9.44,1,8.5,4,2,-8.7,0,1
pro,annual,0,37,142,65.74,0,8,15,0.504,6.1,1,9.1,5,1,29.6,20,0
pro,monthly,0,32,188,55.18,0,9,13,0.578,8.91,1,10.3,1,2,18.1,20,0
pro,monthly,0,16,127,50.34,1,8,9,0.926,11.33,1,8.4,1,1,31.3,2,0
basic,monthly,1,25,133,29.5,1,17,12,0.446,13.19,1,3.9,2,1,19.1,2,0
basic,monthly,0,12,143,18.84,1,13,9,0.454,13.13,0,5.6,4,3,23.8,6,0
pro,monthly,1,10,130,68.86,0,20,17,0.709,13.19,1,5.4,1,1,43.8,23,0
basic,monthly,1,28,164,26.14,0,10,12,0.526,10.12,1,12.1,5,0,26.4,18,1
pro,monthly,1,31,65,48.99,0,11,15,0.474,14.76,1,16.3,0,1,67.0,6,0
basic,monthly,1,47,21,27.29,0,4,12,0.337,11.91,1,23.7,5,2,2.2,15,0
basic,monthly,0,11,98,23.28,0,14,16,0.685,5.88,1,14.0,4,2,17.6,21,1
pro,annual,1,13,1,54.5,0,14,15,0.456,15.48,0,13.4,5,0,21.3,9,0
basic,monthly,1,7,10,27.42,0,16,18,0.709,11.77,0,17.4,1,0,66.6,0,0
basic,monthly,0,45,11,13.74,1,2,13,0.466,13.62,0,17.6,4,3,-2.1,23,1
basic,annual,1,37,16,20.72,1,12,10,0.132,10.2,0,13.7,2,2,33.7,11,0
basic,annual,0,15,141,29.36,0,15,15,0.666,8.13,1,20.0,2,0,33.2,8,0
pro,annual,1,46,119,59.77,0,5,12,0.814,11.48,1,5.4,2,0,44.8,0,0
basic,monthly,1,33,186,23.25,1,10,11,0.655,6.15,0,19.9,3,6,46.5,19,0
basic,monthly,0,22,58,21.24,0,12,12,0.466,8.47,0,19.8,4,1,4.5,4,1
basic,annual,1,18,66,26.28,0,8,16,0.486,11.34,1,0.0,1,1,57.8,12,0
enterprise,monthly,1,27,98,201.68,0,7,14,0.668,12.21,0,7.7,5,2,-1.9,11,0
basic,monthly,1,4,156,20.39,1,17,17,0.42,8.51,1,14.0,2,1,31.3,11,0
enterprise,annual,1,8,186,207.6,0,18,14,0.801,12.04,1,15.3,3,0,15.6,20,0
pro,monthly,1,44,146,46.36,0,5,16,0.633,12.13,1,9.1,2,2,32.9,3,0
basic,annual,0,9,101,22.72,1,18,17,0.466,12.81,1,16.0,5,0,24.0,0,0
pro,annual,0,7,195,42.86,0,16,10,0.542,9.37,1,1.3,3,0,-0.1,22,0
pro,monthly,1,41,37,55.9,0,6,10,0.697,11.73,1,8.2,0,1,33.3,18,0
basic,annual,1,45,94,27.37,0,14,9,0.778,8.91,1,4.9,2,0,59.9,13,0
basic,monthly,1,39,50,31.0,0,9,7,0.571,7.77,1,16.6,6,1,-3.2,22,0
pro,annual,1,4,34,55.55,0,16,24,0.426,13.95,1,8.3,2,0,26.7,14,0
pro,annual,1,40,79,62.91,0,10,19,0.666,16.58,1,18.4,5,1,27.7,9,0
pro,annual,1,12,153,61.31,0,12,17,0.757,13.16,1,7.9,1,2,62.3,18,0
enterprise,monthly,1,0,64,168.05,0,25,17,0.878,12.29,1,0.0,1,0,37.7,22,0
basic,annual,1,44,163,11.68,0,5,9,0.643,10.44,1,14.0,2,1,38.4,6,1
pro,annual,1,12,122,62.9,0,15,9,0.694,15.83,1,5.2,3,0,34.8,7,0
pro,monthly,1,31,141,54.0,0,8,11,1.0,2.34,1,,2,1,51.4,2,0
basic,monthly,1,3,49,23.91,0,9,9,0.336,16.84,0,13.6,3,0,8.6,13,1
basic,monthly,1,9,172,24.54,0,9,15,0.818,13.15,0,25.5,3,1,44.0,2,1
basic,annual,1,42,41,15.93,1,9,12,0.65,4.27,1,3.7,4,1,15.1,18,0
pro,monthly,0,28,74,60.99,0,11,16,1.0,21.38,1,16.5,2,0,55.8,15,0
basic,monthly,1,47,156,23.31,0,10,13,0.289,2.52,1,3.8,5,0,0.8,4,0
pro,annual,1,8,138,60.87,0,16,6,0.947,6.91,1,3.3,1,1,66.0,16,0
basic,annual,1,42,60,27.72,0,12,12,0.845,10.38,1,16.1,2,0,21.9,15,0
basic,annual,0,41,53,25.55,0,8,13,0.522,10.66,1,24.8,3,1,29.4,7,0
pro,monthly,1,44,87,72.53,0,4,12,0.517,14.71,1,8.5,2,1,56.9,8,0
basic,monthly,1,2,89,22.68,0,19,12,0.932,12.56,1,3.6,5,2,44.2,1,0
pro,monthly,1,5,12,45.97,0,16,11,0.522,8.71,1,0.0,2,0,25.4,18,0
basic,monthly,0,25,49,31.73,0,14,10,0.738,11.51,0,23.7,0,0,64.7,4,0
enterprise,annual,1,5,31,194.25,0,15,6,1.0,13.06,1,17.9,6,0,14.6,6,0
basic,monthly,0,3,31,24.83,0,12,12,0.521,15.44,1,18.6,3,1,16.3,22,1
enterprise,monthly,1,38,71,202.69,0,8,15,0.72,15.48,1,9.0,5,0,21.5,15,0
pro,monthly,1,33,8,54.14,0,10,10,0.988,12.11,1,3.4,1,1,57.9,21,0
basic,monthly,1,40,135,22.96,1,7,6,0.495,9.93,1,15.1,2,0,4.3,8,1
basic,annual,1,44,134,25.76,0,6,15,0.45,5.12,1,14.1,3,0,38.0,11,0
basic,annual,1,6,44,27.95,0,13,18,0.064,10.28,1,23.9,5,0,-1.3,11,1
pro,monthly,1,39,175,48.91,0,9,10,0.872,13.08,1,11.1,2,0,,3,0
pro,monthly,1,2,119,42.36,0,17,10,0.603,12.78,1,13.3,1,0,54.7,20,0
basic,monthly,1,17,63,29.53,0,15,12,0.691,14.04,1,11.3,1,1,66.5,19,1
basic,monthly,0,14,39,32.52,0,13,14,0.524,15.81,1,6.1,3,0,34.2,9,0
pro,annual,1,11,86,45.97,0,9,10,0.91,12.29,0,13.8,0,0,49.7,12,0
basic,monthly,0,34,192,25.9,0,4,5,0.798,12.95,1,0.0,1,0,36.8,8,0
pro,monthly,1,5,1,37.33,0,26,19,0.491,15.64,1,7.9,1,0,35.0,10,0
basic,annual,1,38,4,29.42,0,4,12,0.466,10.28,0,19.9,3,1,11.4,8,0
pro,monthly,1,41,83,69.07,0,4,17,0.775,12.38,1,4.6,1,0,18.3,14,0
enterprise,monthly,1,31,183,162.17,1,14,13,1.0,21.92,1,10.1,1,0,46.4,18,0
basic,monthly,1,3,56,23.49,0,17,19,0.57,11.29,0,24.4,8,2,5.6,16,1
basic,monthly,1,28,149,32.69,0,8,11,0.589,16.74,1,12.8,0,2,37.3,8,1
basic,monthly,1,30,115,28.2,1,9,9,0.613,10.0,1,11.4,5,1,18.0,6,0
pro,annual,1,17,40,48.43,1,11,10,0.512,9.71,1,5.6,3,0,13.7,12,0
basic,annual,1,17,181,25.19,0,9,19,0.468,4.79,1,10.4,4,0,17.0,14,0
enterprise,monthly,1,22,33,218.21,0,13,12,0.717,14.13,1,19.8,3,0,29.1,20,0
pro,monthly,1,47,101,51.38,0,7,18,0.85,15.25,0,9.2,0,2,52.4,3,1
basic,monthly,0,0,132,30.67,0,18,12,0.873,13.51,0,14.2,1,1,62.7,22,0
pro,monthly,0,24,135,45.68,1,9,6,0.506,12.41,0,19.7,3,0,18.4,23,1
basic,monthly,1,15,171,24.2,0,13,15,0.68,14.7,1,7.4,2,1,23.4,11,0
pro,monthly,1,26,141,41.02,0,15,10,0.709,7.81,1,13.3,5,0,16.7,12,1
basic,monthly,1,0,131,13.91,1,19,15,0.46,10.97,1,6.4,5,0,30.5,8,0
pro,annual,0,44,31,65.34,0,10,13,0.497,15.96,1,7.9,2,0,22.8,13,0
enterprise,annual,1,21,62,113.0,1,14,14,0.791,11.9,0,19.6,4,1,,23,0
pro,monthly,1,46,69,36.37,0,6,18,0.565,7.26,0,6.6,1,1,55.7,23,0
pro,annual,1,7,74,49.6,0,16,14,0.737,15.67,1,12.4,2,0,43.6,9,0
basic,monthly,1,28,23,14.52,1,14,13,0.37,10.66,0,23.4,7,3,-33.5,12,1
pro,annual,1,32,19,58.23,0,12,11,0.471,10.75,0,12.4,5,0,-9.7,22,0
pro,monthly,1,38,88,42.76,0,7,14,0.864,11.96,1,15.7,1,0,27.9,12,0
pro,monthly,1,0,144,62.22,0,20,16,0.705,14.99,1,7.0,1,1,46.7,9,0
basic,monthly,1,30,177,25.41,0,13,11,0.581,9.84,1,11.4,0,2,32.7,15,0
basic,monthly,1,7,188,24.61,0,11,16,0.459,15.09,0,22.3,0,0,36.7,11,0
pro,monthly,1,20,96,49.72,1,10,11,0.806,13.09,1,15.4,2,3,49.9,14,0
basic,monthly,1,2,179,20.79,1,22,17,0.517,14.14,1,0.0,7,2,-8.6,8,0
pro,monthly,0,2,91,52.98,0,26,10,0.81,15.55,0,1.5,0,1,36.4,13,0
pro,monthly,1,36,95,65.4,0,10,16,0.588,7.99,1,0.3,4,2,18.8,14,0
enterprise,monthly,0,34,42,197.16,0,15,10,0.559,12.79,1,11.7,2,1,34.6,0,1
basic,monthly,0,42,125,18.55,1,7,14,0.419,9.71,1,13.3,3,1,,11,1
enterprise,monthly,1,33,62,192.64,0,10,17,0.826,14.93,1,0.0,4,3,32.7,16,0
basic,monthly,0,28,97,23.68,1,9,13,0.372,10.05,1,23.6,2,0,42.0,4,0
basic,monthly,0,5,187,20.01,1,15,18,0.876,7.61,1,15.4,3,0,68.9,11,1
pro,monthly,0,36,109,57.07,0,5,7,0.425,12.92,1,6.4,3,0,41.0,0,0
basic,annual,0,11,61,27.73,0,19,13,0.523,4.44,1,15.0,4,1,2.0,1,1
basic,monthly,1,5,134,23.98,0,15,10,0.764,13.01,1,10.1,2,1,41.1,3,1
basic,monthly,1,35,146,31.86,0,10,9,0.601,17.29,1,18.6,4,1,64.7,3,0
basic,monthly,1,28,121,19.92,0,10,6,0.486,15.12,0,26.1,1,1,28.4,12,0
pro,monthly,1,7,9,69.2,0,21,15,0.877,14.47,1,17.4,1,0,55.8,1,0
basic,monthly,1,26,45,27.81,0,9,16,0.383,8.76,1,14.9,7,0,3.3,21,0
basic,monthly,1,33,26,24.66,1,11,17,0.498,10.8,1,12.7,1,2,47.8,7,1
pro,annual,1,23,191,60.77,0,12,8,0.379,13.43,1,14.2,2,1,21.8,19,1
basic,monthly,1,34,62,24.36,0,7,9,0.709,9.89,1,22.2,3,1,48.7,5,1
pro,monthly,1,24,95,54.83,0,9,9,0.771,13.88,1,6.4,4,1,8.0,14,0
enterprise,monthly,1,16,180,183.88,0,13,9,0.851,10.56,0,22.7,4,1,25.9,23,1
pro,monthly,0,10,198,59.55,0,20,13,0.693,11.32,0,10.7,2,1,48.5,4,0
pro,annual,1,12,44,71.83,0,19,14,0.685,10.69,0,9.3,5,0,1.5,18,0
basic,monthly,1,38,172,20.35,0,7,10,0.569,12.66,1,14.2,5,2,32.2,3,1
pro,monthly,1,17,145,56.06,0,12,7,0.725,13.99,1,3.6,0,0,,6,0
basic,annual,0,34,123,21.41,0,11,16,0.573,17.9,1,0.6,5,0,32.1,18,0
basic,monthly,1,17,34,26.36,0,13,13,0.382,9.84,0,16.9,2,0,58.7,19,0
pro,monthly,1,25,138,55.7,1,12,14,0.264,10.55,1,22.5,4,1,12.6,9,0
basic,annual,0,29,122,27.71,0,13,14,0.926,17.08,1,0.9,0,0,46.2,16,0
pro,monthly,1,22,89,59.78,1,11,15,0.553,11.24,1,13.2,4,0,25.8,8,0
pro,monthly,1,35,117,67.89,0,10,13,0.638,12.12,1,6.5,2,0,44.1,10,0
enterprise,annual,0,44,42,176.0,1,7,8,0.95,15.53,1,3.8,1,0,76.7,20,0
basic,monthly,1,41,124,19.79,0,9,18,0.611,9.63,1,7.0,4,1,10.7,21,1
basic,monthly,0,44,31,18.9,1,4,13,0.293,10.36,1,12.6,2,1,6.3,5,1
pro,monthly,1,1,57,41.58,0,15,9,0.46,8.33,1,6.3,4,0,11.5,0,0
basic,monthly,0,36,99,23.91,0,10,8,0.708,11.29,0,21.6,1,0,71.7,15,0
basic,monthly,0,34,33,23.69,1,9,20,0.657,18.38,1,25.3,2,1,44.2,13,0
pro,monthly,1,19,182,72.7,0,12,12,0.577,11.03,1,,3,4,25.8,22,0
enterprise,monthly,1,15,177,144.45,0,13,10,0.743,13.12,0,10.4,3,0,34.3,16,0
pro,annual,1,2,95,53.77,0,16,11,0.677,4.12,1,10.4,4,0,,8,0
basic,monthly,1,40,114,28.41,0,10,14,0.595,12.89,0,14.2,4,1,38.9,19,1
basic,annual,1,40,59,22.14,0,6,9,0.626,17.68,1,9.2,4,0,26.3,22,0
pro,annual,1,3,43,54.23,1,22,15,0.6,9.05,1,3.9,4,0,49.8,14,0
basic,annual,1,27,192,26.07,0,14,22,0.676,15.31,0,23.7,1,0,49.2,20,0
basic,annual,1,26,83,15.67,1,14,7,0.657,10.08,0,23.3,2,4,39.7,12,0
basic,annual,1,8,190,26.71,1,17,12,0.707,7.28,1,11.0,5,1,31.8,12,1
basic,monthly,1,26,14,25.79,0,9,12,0.689,10.82,0,9.2,2,1,42.2,11,1
basic,monthly,1,38,22,21.52,0,6,4,0.684,10.06,1,6.7,4,0,63.5,22,1
basic,annual,0,15,95,19.73,0,11,14,0.468,11.15,0,17.7,2,0,23.6,10,0
pro,monthly,0,34,156,71.32,0,9,15,0.648,10.98,1,15.0,4,2,19.6,14,1
basic,monthly,1,46,85,17.19,0,4,5,0.397,7.38,1,0.0,3,1,-3.9,14,0
pro,annual,1,21,168,59.88,0,20,14,0.706,13.84,1,9.5,1,1,69.8,1,0
basic,monthly,1,5,27,20.99,0,14,14,0.406,13.96,1,16.1,6,2,26.5,5,1
pro,monthly,1,14,171,69.29,0,15,15,0.755,14.48,1,12.2,3,1,41.7,9,0
basic,monthly,1,6,89,27.69,0,18,24,0.766,13.13,1,16.3,7,1,27.0,13,1
basic,monthly,1,16,57,25.36,1,11,9,0.55,11.07,1,18.4,1,2,22.5,5,0
basic,monthly,1,30,128,26.26,0,13,15,0.453,12.47,1,10.7,4,1,28.5,10,0
basic,monthly,1,9,155,30.63,0,19,13,0.639,10.18,1,16.5,3,0,40.5,12,0
basic,annual,0,24,185,27.14,1,12,11,0.736,14.94,0,6.9,1,0,81.6,16,0
pro,monthly,0,47,18,64.22,0,10,12,0.535,7.37,1,5.3,4,1,29.6,20,0
enterprise,monthly,1,12,140,193.37,0,10,14,0.771,7.39,1,10.1,7,3,14.6,16,1
basic,annual,1,42,63,18.88,1,8,12,0.606,13.48,1,9.1,1,0,41.9,9,0
basic,annual,1,14,100,20.06,0,15,14,0.5,7.78,1,5.9,5,1,25.2,21,0
pro,monthly,1,29,92,40.67,1,15,13,0.762,10.31,1,4.1,1,1,33.0,12,1
pro,monthly,0,7,154,35.24,1,18,10,0.375,7.14,1,12.0,2,2,23.7,6,0
basic,monthly,1,12,80,28.43,0,15,16,0.612,13.46,1,11.3,1,1,43.2,14,0
pro,annual,1,41,56,54.08,0,9,16,0.993,11.56,1,7.8,2,1,25.3,7,0
basic,monthly,1,28,97,33.12,0,14,17,0.651,16.08,1,14.3,2,2,49.8,3,0
pro,monthly,1,27,134,63.92,1,12,15,0.677,14.37,0,15.6,4,1,2.2,15,1
basic,annual,1,24,169,20.99,0,8,8,0.331,10.78,1,20.8,3,1,36.6,16,0
basic,monthly,0,11,2,22.13,0,18,10,0.488,15.73,1,19.1,2,2,18.7,3,1
basic,monthly,1,44,114,32.86,0,8,15,0.606,8.83,0,20.6,5,0,13.3,14,0
pro,annual,0,18,15,44.85,0,10,7,0.687,12.51,1,6.4,2,0,53.8,16,0
basic,annual,0,0,124,21.24,0,26,12,0.328,3.1,1,20.2,2,1,59.9,3,0
pro,monthly,1,43,125,33.7,1,9,20,0.715,10.71,0,24.2,0,2,51.0,12,0
pro,monthly,0,2,171,48.86,0,18,16,0.516,7.14,1,0.0,2,1,25.0,14,1
pro,monthly,1,42,39,54.94,0,9,12,0.567,14.13,0,13.6,1,1,61.3,2,0
basic,monthly,1,12,159,16.65,1,21,7,0.711,16.05,1,11.0,4,2,30.3,21,1
basic,monthly,1,3,138,16.64,0,16,11,0.507,10.23,0,12.3,5,2,19.8,15,1
basic,annual,1,10,133,25.49,0,15,16,0.434,17.46,0,,2,0,37.6,22,0
pro,monthly,1,31,127,65.69,0,9,6,0.493,8.42,0,11.8,2,1,33.3,12,0
enterprise,monthly,1,26,110,119.44,1,12,14,0.621,8.17,1,14.5,5,1,12.1,8,1
basic,monthly,1,7,13,13.2,1,15,7,0.453,9.1,0,9.8,2,0,57.7,6,1
pro,annual,1,14,162,48.9,0,12,10,0.824,14.09,0,15.6,2,0,27.6,12,0
basic,monthly,1,10,79,24.4,0,19,8,0.544,14.1,1,7.5,6,1,-17.4,8,1
basic,monthly,1,31,21,38.94,0,2,11,0.767,14.98,1,19.5,0,0,47.1,12,0
basic,monthly,0,41,122,29.43,0,4,4,0.34,9.02,0,18.7,1,0,61.9,9,0
pro,monthly,0,12,189,47.84,0,14,12,0.902,16.78,1,13.7,3,1,73.4,7,1
basic,annual,1,42,142,18.88,0,8,14,0.523,9.58,1,12.7,1,0,57.2,22,0
basic,annual,0,19,49,14.4,0,18,14,0.509,19.78,0,8.4,3,1,-1.0,10,0
pro,monthly,1,3,163,39.56,0,24,17,0.627,14.99,1,4.9,4,2,33.6,22,1
basic,monthly,1,15,169,24.5,0,11,13,0.957,7.7,1,22.4,2,1,51.6,2,0
basic,annual,1,41,66,23.66,0,5,11,0.464,9.32,1,15.6,3,0,11.1,2,0
basic,monthly,1,38,105,19.63,1,8,11,0.923,11.27,0,30.1,1,3,81.3,1,1
basic,annual,0,34,167,21.26,0,10,13,0.705,18.59,1,21.3,0,0,80.0,11,0
basic,monthly,1,19,32,20.11,0,16,9,0.351,7.31,1,8.4,5,2,-4.9,13,1
basic,monthly,1,37,71,31.95,0,6,10,0.377,3.51,1,4.2,2,1,45.0,5,0
pro,monthly,1,34,91,49.49,1,11,20,0.705,15.28,1,14.8,1,2,42.1,3,0
basic,monthly,1,38,2,23.62,0,6,13,0.569,2.79,1,18.3,4,1,22.8,6,0
pro,monthly,0,26,34,44.06,1,11,17,0.598,10.54,0,14.3,2,1,,23,0
basic,annual,1,24,122,28.53,0,10,13,0.454,13.16,1,3.3,5,0,-2.8,14,0
basic,monthly,0,46,53,20.74,0,7,8,0.829,11.84,1,8.8,5,0,2.3,14,0
basic,monthly,0,45,49,29.89,0,7,10,0.578,15.77,1,13.1,2,0,31.0,0,1
basic,monthly,1,25,59,22.1,0,13,6,0.635,13.02,1,16.7,2,1,13.9,22,0
basic,annual,1,9,25,24.19,0,17,19,0.571,8.73,1,6.1,1,0,85.9,20,0
basic,monthly,1,19,127,28.23,1,16,17,0.558,12.04,0,24.2,2,2,28.2,11,0
enterprise,monthly,1,24,52,157.63,0,12,9,1.0,19.28,1,12.8,1,1,67.8,12,0
pro,monthly,1,32,130,57.75,0,5,14,0.773,13.42,0,18.9,1,1,61.7,3,0
basic,monthly,1,15,165,30.02,0,9,14,1.0,15.62,1,15.2,1,5,38.8,18,0
pro,annual,0,2,96,59.79,0,20,14,0.81,14.3,1,0.0,4,0,38.8,13,0
pro,monthly,1,39,182,74.4,0,10,14,0.553,9.19,1,9.9,2,0,25.8,3,0
pro,monthly,0,45,40,69.89,0,5,13,0.894,8.42,1,5.7,1,3,61.5,17,0
basic,annual,1,3,192,21.19,1,17,15,0.536,12.42,1,15.5,1,1,43.2,17,1
basic,monthly,1,15,65,26.02,0,11,13,0.824,17.35,0,8.5,2,1,43.0,17,1
basic,monthly,1,20,61,19.82,1,13,13,0.428,12.4,0,5.9,3,2,11.9,23,0
basic,monthly,0,36,195,25.76,0,13,10,0.265,5.6,0,21.6,3,2,,12,1
basic,annual,1,37,91,25.35,1,7,15,0.568,12.73,1,6.7,2,0,59.2,13,0
pro,annual,0,16,149,42.15,1,14,21,0.934,16.48,0,1.2,2,1,61.0,3,0
enterprise,monthly,0,14,160,154.43,0,17,9,0.636,15.45,1,1.7,5,5,21.5,18,1
basic,annual,1,19,90,27.57,0,14,13,0.654,13.84,1,11.0,2,0,26.7,3,0
basic,monthly,1,11,64,16.67,1,17,11,0.429,11.4,1,18.8,2,1,38.6,18,0
basic,monthly,1,20,98,28.71,0,14,15,0.72,10.46,1,12.2,3,1,,16,1
basic,monthly,1,12,77,24.99,0,18,15,0.484,10.41,1,8.5,0,0,22.9,13,0
pro,monthly,1,2,83,60.4,0,16,14,0.718,15.36,1,6.4,3,0,27.2,20,0
basic,monthly,1,34,48,17.22,1,5,9,0.49,8.46,1,16.5,2,0,31.4,17,0
pro,annual,1,37,183,72.31,0,12,11,0.535,8.62,1,11.3,4,1,34.0,13,0
enterprise,monthly,1,13,114,179.45,0,14,10,0.404,12.63,1,12.3,0,1,49.4,11,0
pro,annual,0,19,159,43.88,0,12,6,0.436,11.81,1,18.5,2,0,29.6,17,0
pro,monthly,1,19,132,73.94,0,17,18,0.62,16.17,1,8.3,1,2,45.3,16,1
basic,monthly,1,1,71,16.87,0,19,16,0.631,14.57,1,16.2,2,0,53.6,12,0
basic,monthly,0,26,64,30.49,0,11,17,0.884,11.7,1,0.0,2,1,34.4,2,0
basic,monthly,1,22,196,23.05,1,7,10,0.456,15.44,1,13.1,2,1,34.6,5,0
pro,monthly,1,45,5,59.76,1,8,14,0.555,12.31,1,0.0,2,1,53.6,13,0
basic,monthly,1,17,59,22.72,1,9,8,0.312,12.05,1,8.2,2,1,28.3,6,0
pro,annual,1,38,147,45.48,1,11,10,0.824,11.95,1,5.2,2,0,44.4,13,0
basic,annual,1,18,109,23.0,0,13,21,0.653,13.52,1,12.0,1,0,45.5,18,0
basic,monthly,1,8,123,26.49,0,14,11,0.631,10.29,1,8.5,0,1,27.2,10,0
basic,monthly,1,16,5,28.66,0,15,17,0.612,5.37,1,9.7,2,4,41.4,20,1
enterprise,monthly,1,42,44,173.42,0,6,12,0.683,17.63,1,11.9,3,2,14.9,3,0
basic,annual,1,12,120,22.72,1,14,7,0.795,10.25,1,12.5,3,1,39.3,23,0
basic,monthly,1,40,63,11.87,0,7,11,0.41,8.87,1,11.6,3,2,13.9,10,1
basic,monthly,0,31,94,15.35,0,9,13,0.465,9.0,1,12.0,4,0,46.2,4,1
pro,monthly,0,35,191,59.44,0,10,15,0.487,16.47,1,6.6,7,0,-11.1,23,0
enterprise,monthly,1,36,127,192.77,0,12,5,0.727,13.91,1,13.9,1,0,18.1,6,0
basic,monthly,1,24,126,17.62,1,14,9,0.41,12.46,0,17.5,1,2,37.4,7,1
enterprise,monthly,1,28,40,189.29,0,16,14,0.637,14.82,0,27.6,4,0,2.5,3,0
basic,monthly,0,3,119,23.02,0,15,9,0.334,12.38,0,20.7,2,2,33.6,23,1
pro,monthly,0,33,192,48.76,1,10,17,0.497,11.75,0,18.5,1,3,55.5,4,1
